Gene	CCL_A	CCL_B	CCL_C
RP11-468B6.1	0	0	0
RP11-468D11.1	0	0	0
RP11-468E2.2	1.118	0.6079	0.3387
RP11-468E2.4	0.9621	1.1944	0.7416
RP11-468E2.5	1.5935	0.5121	0.3742
RP11-468E2.6	0.4043	0	0
RP11-468E2.9	0.2143	0.1026	0
RP11-468H14.1	0	0	0
RP11-468H14.2	0	0	0
RP11-468I15.1	0	0	0
RP11-468N14.09	0	0	0
RP11-468N14.1	0	0	0
RP11-468N14.10	0	0	0
RP11-468N14.11	0	0	0
RP11-468N14.12	0	0	0
RP11-468N14.13	0	0	0
RP11-468N14.3	0	0	0
RP11-468N14.4	0	0	0
RP11-468N14.5	0	0	0
RP11-468N14.6	0	0	0
RP11-468N14.7	0	0	0
RP11-468N14.8	0	0	0
RP11-468O2.1	0	0	0
RP11-469A15.2	0	0	0
RP11-469E19.1	0	0	0
RP11-469H8.6	3.109	0	0
RP11-469H8.8	0	0	0
RP11-469J4.3	0	0	0
RP11-469L4.1	0	0	0
RP11-469M7.1	1.3187	0.5632	0.4146
RP11-469N6.1	0	0	0
RP11-469N6.2	0	0	0
RP11-469N6.3	0	0	0
RP11-46A10.2	0	0	0
RP11-46A10.4	0.2421	0.6932	0.4263
RP11-46A10.5	0.3916	0.6238	0.3027
RP11-46A10.6	0	0	0
RP11-46A10.8	0	0	0
RP11-46B11.2	0	0	0
RP11-46C24.3	0	0	0
RP11-46C24.5	0	0	0
RP11-46C24.6	0	0	0
RP11-46C24.7	1.6883	1.75	2.5417
RP11-46D6.1	0.4415	1.7134	2.3721
RP11-46D6.4	0	0	0
RP11-46D6.5	0	0	0
RP11-46E17.6	0	0	0
RP11-46F15.2	0	0.0602	0
RP11-46H11.12	0	0.4163	0.5272
RP11-46H11.2	0	0	0
RP11-46H11.3	0	0.3614	0.0769
RP11-46I1.1	0	0	0
RP11-46I1.2	0	0	0
RP11-46I8.1	0	0	0
RP11-46I8.3	0	0	0
RP11-46I8.4	0	0	0
RP11-46J23.1	1.0493	0	0
RP11-46O21.2	0	0	0
RP11-46P12.1	0	0	0
RP11-470B22.1	0	0	0
RP11-470E16.1	0	0	0
RP11-470F18.1	0	0	0
RP11-470L19.2	0	0	0
RP11-470L19.5	0	0	0
RP11-470M17.2	0	0	0
RP11-470P21.2	0	0	0
RP11-471B18.1	0	0	0
RP11-471B22.2	0.3253	0.3394	0
RP11-471G13.2	0	0	0
RP11-471G13.5	0	0	0
RP11-471L13.2	0	0	0
RP11-471L13.3	0	0	0
RP11-471M2.3	0.0151	0	1.3872
RP11-471N19.1	0	0	0
RP11-472B18.1	0	0	0
RP11-472D17.1	0	0	0
RP11-472D17.2	0	0	0
RP11-472D17.3	0	0	0
RP11-472D17.4	0	0	0
RP11-472D17.6	0	0	0
RP11-472F14.4	0	0	0
RP11-472F19.1	0	0	0
RP11-472G21.2	0	0	0
RP11-472G23.10	0	0	0
RP11-472G23.3	0	0	0
RP11-472I20.1	0	0	0
RP11-472I20.2	0	0	0
RP11-472K22.1	0	0	0
RP11-472K22.2	0	0	0
RP11-472M19.2	0	0	0
RP11-472N13.2	0	0	0
RP11-472N13.3	0	0	1.5986
RP11-472N19.3	0	0	0
RP11-473A10.2	0	0	0
RP11-473A17.1	0	0	0
RP11-473C18.3	0.1336	0	0
RP11-473C19.1	0	0	0
RP11-473D24.1	0	0	0.0449
RP11-473E2.2	0	0	0
RP11-473E2.3	0	0	0
RP11-473E2.4	0	0	0
RP11-473I1.10	5.3023	3.5989	3.6584
RP11-473I1.5	4.2398	2.5012	2.2308
RP11-473I1.6	0	0	0
RP11-473I1.9	5.2327	3.6936	3.6282
RP11-473J6.1	0	0	0
RP11-473L15.2	0	0	0
RP11-473L15.3	0	0	0
RP11-473M10.3	0	0	0
RP11-473M14.3	0	0	0
RP11-473M20.11	0	0	0
RP11-473M20.14	2.36	3.2197	3.6873
RP11-473M20.16	0.9359	0	0
RP11-473M20.5	1.1654	0.7233	0
RP11-473M20.7	0.7581	2.7854	3.7722
RP11-473M20.9	0.1566	0.1809	0
RP11-473N11.2	0.0179	0.0126	0.0431
RP11-473O4.1	0.1788	0	0
RP11-473O4.3	0	0	0
RP11-473O4.4	0	0	0
RP11-473O4.5	0	0	0.5091
RP11-473P24.2	0.0754	0	0
RP11-474B12.1	0.1774	0	0
RP11-474B16.1	0	0	0
RP11-474C8.3	0	0	0
RP11-474C8.4	0	0	0
RP11-474C8.5	0	0	0
RP11-474D1.1	0	0	0
RP11-474D1.2	0.0316	0	0
RP11-474D1.3	0	0	0
RP11-474D1.4	0	0	0
RP11-474D14.2	1.0316	0	0
RP11-474G23.1	0.9977	2.7895	3.1015
RP11-474G23.2	0	0	0.4712
RP11-474G23.3	0.2555	0	0.5851
RP11-474I11.7	0	0	0
RP11-474I11.8	0	0	0
RP11-474I16.8	0	0	0
RP11-474J18.1	0	0	0
RP11-474J18.2	0	0	0
RP11-474L11.3	0	0	0
RP11-474L11.5	0	0	0
RP11-474L23.3	0	0	0
RP11-474N24.2	0	0	0
RP11-474N24.6	0	0	0.0804
RP11-474N8.5	0	0	0
RP11-474O21.2	0	0	0
RP11-474O21.5	1.6274	0	0.4381
RP11-474P12.3	0	0	0
RP11-474P2.2	0	0	0
RP11-474P2.4	0	0	0
RP11-475A13.1	0	0	0
RP11-475A13.2	0	0	0
RP11-475B2.1	0	0	0
RP11-475C16.1	0.4457	0.6835	0.6471
RP11-475C16.2	0	0	0
RP11-475D12.1	0	0	0
RP11-475D12.2	0	0	0
RP11-475E11.2	0	0	0
RP11-475I24.1	1.5245	0	0
RP11-475I24.3	0.058	1.4688	1.3291
RP11-475I24.6	0	0	0
RP11-475I24.7	0	0	0
RP11-475I24.8	0.03	0	0.5882
RP11-475J5.10	0	0	0
RP11-475J5.11	0	0	0
RP11-475J5.4	0	0	0
RP11-475J5.5	0	0	0
RP11-475J5.6	0	0	0
RP11-475J5.7	0	0	0
RP11-475J5.8	0	0	0
RP11-475J5.9	0	0	0
RP11-475N22.4	0	3.1424	2.9853
RP11-475O23.2	0	0	0
RP11-475O23.3	0.173	0	0
RP11-475O6.1	0	0	0
RP11-476B1.1	0	0	0
RP11-476B13.2	0	0	0
RP11-476C8.2	0	0	0
RP11-476D10.1	0	0	0
RP11-476F14.1	0	0	0
RP11-476H20.1	0	0	0
RP11-476H24.1	0	0	0
RP11-476J6.1	0	0	0
RP11-476K15.1	0	0	0
RP11-476M19.1	0	0	0
RP11-476M19.2	0	0	0
RP11-476M19.3	0	0	0
RP11-476O21.1	0	0	0
RP11-477D19.2	2.0649	1.5296	3.2185
RP11-477E3.2	0	0	0
RP11-477G18.1	0	0	0
RP11-477G18.2	0	0	0
RP11-477G9.1	0	0	0
RP11-477H21.2	0	0	0
RP11-477J21.2	0	0	0
RP11-477J21.6	0	0	0
RP11-477L16.2	0	0	0
RP11-477N12.3	0	0	0
RP11-477N3.1	0.5524	0	0
RP11-478B11.2	0	0	0
RP11-478B9.1	0	0	0
RP11-478B9.2	0	0	0
RP11-478B9.3	0	0	0
RP11-478C1.7	0	0	0
RP11-478C1.8	0	0	0
RP11-478C19.2	1.9829	1.61	2.1731
RP11-478C6.1	0	0	0
RP11-478C6.2	0	0	0
RP11-478C6.4	0	0	0
RP11-478C6.5	0	0	0
RP11-478C6.6	0	0	0
RP11-478H13.1	0	0	0
RP11-478H13.3	0	0	0
RP11-478H13.4	0	0	0
RP11-478H16.1	0	0	0
RP11-478K15.6	0.0642	0	0
RP11-478K7.2	0	0	0
RP11-478L17.1	0	0	0
RP11-478P10.1	0	0	0
RP11-479A21.1	0	0	0
RP11-479F13.1	0	0	0
RP11-479G22.6	0	0	0
RP11-479G22.7	0	0	0
RP11-479G22.8	0.8444	1.5557	1.2466
RP11-479I16.2	0	0	0
RP11-479J7.1	0	0	0
RP11-479J7.2	0	0	0
RP11-479O16.1	0	0	0
RP11-479O17.10	0	0	0
RP11-479O17.7	0	0	0
RP11-479O9.2	0.1425	0.0514	0
RP11-47A17.2	0	0	0
RP11-47A8.5	0	0.9877	1.2533
RP11-47F1.1	0	0	0
RP11-47G11.2	0	0.382	0
RP11-47G11.3	0	0	0
RP11-47G4.1	0	0	0
RP11-47G4.2	0	0	0
RP11-47I22.1	0	0	0
RP11-47I22.2	0	0.0731	0
RP11-47I22.3	0.9212	0.9071	1.0098
RP11-47I22.4	0.2376	0	0.6317
RP11-47J17.1	0	0	0
RP11-47J17.2	0	0	0
RP11-47J17.3	0	0	0
RP11-47K11.2	0	0	0
RP11-47L3.1	0	0	0
RP11-47P18.1	0	0	0.8151
RP11-47P18.2	0	0	0.2289
RP11-480A16.1	3.0579	2.954	2.3208
RP11-480C16.1	0	0.0111	0.0254
RP11-480C22.1	0	0	0
RP11-480D4.1	0	0	0
RP11-480D4.2	0	0	0
RP11-480D4.4	0	0	0
RP11-480D4.5	0	0	0
RP11-480D4.6	0	0	0
RP11-480G3.1	0	0	0
RP11-480G7.1	0	0	0
RP11-480G7.2	0	0	0
RP11-480G7.3	0	0	0
RP11-480I12.10	0	0	0
RP11-480I12.2	0	0	0
RP11-480I12.4	0	0.2029	0
RP11-480I12.5	0.3664	0	1.2669
RP11-480I12.7	0	0	0
RP11-480I12.9	0	0	0
RP11-480N24.3	0	0	0
RP11-480N24.4	0	0	0
RP11-480O10.1	0	0	0
RP11-480O10.2	0	0	0
RP11-481A12.2	0	0	0
RP11-481A12.6	0	0	0
RP11-481A20.10	0	0	0
RP11-481A20.11	0	0	0.9588
RP11-481A20.4	0	0	0
RP11-481A20.8	0	0	0
RP11-481C4.1	0	0	0
RP11-481E4.1	0	0	0
RP11-481E4.2	0	0	0
RP11-481G8.2	0	0	0
RP11-481H12.1	0	0	0
RP11-481J13.1	0	0	0
RP11-481J2.1	0	0	0
RP11-481J2.2	0	0	0
RP11-481K16.2	0	0	0
RP11-481K9.4	0	0	0
RP11-481N16.1	0	0	0
RP11-482D24.2	0	0	0
RP11-482D24.3	0	0	0.2033
RP11-482E14.1	0	0	0
RP11-482E14.2	0	0	0
RP11-482H16.1	0	0.0876	0
RP11-482L11.1	0	0	0
RP11-482L14.1	0	0	0
RP11-482M8.1	0.2692	0.0674	0.1851
RP11-482M8.3	0	0	0
RP11-483A20.3	0	0	0
RP11-483C6.1	0	0	0
RP11-483E23.2	0	0	0
RP11-483E23.3	0	0	0
RP11-483E23.4	0	0	0
RP11-483E23.5	0	0	0
RP11-483E23.7	0	0	0
RP11-483E7.1	0	0	0
RP11-483F11.7	0	0.8382	0
RP11-483G21.3	0	0	0
RP11-483H11.1	0	0	0
RP11-483H20.4	0	0.5028	0.451
RP11-483H20.6	0	0	0
RP11-483I13.2	0	0	0.898
RP11-483I13.5	1.0383	0.9253	0.8506
RP11-483K5.2	0	0	0
RP11-483K5.3	0	0	0
RP11-483L5.1	0	0.362	0
RP11-483M24.2	0	0	0
RP11-483P21.2	0	0.1109	0.6351
RP11-483P21.3	0	0	0.141
RP11-483P21.6	0	0	0
RP11-484D2.2	0	0	0
RP11-484D2.3	0	0.4131	0
RP11-484D2.4	0	0	0
RP11-484D2.5	0	0	0
RP11-484D4.3	0	0	0
RP11-484K9.4	0	0.0838	0.3432
RP11-484L7.1	0	0	0
RP11-484L7.2	0	0	0
RP11-484L8.1	0	0	0
RP11-484M3.5	0	0	0
RP11-484N16.1	0.4805	0	0
RP11-484O2.1	0.384	0.2788	0.2335
RP11-484P15.1	0	0	0
RP11-485B17.3	0	0	0
RP11-485B17.5	0	0	0
RP11-485C11.1	0	0	0
RP11-485G4.2	3.8989	3.0309	2.0574
RP11-485G7.5	0	0	0
RP11-485G7.6	0	0.5221	1.0044
RP11-485M7.1	0	0	0
RP11-485M7.3	0	0	0
RP11-485O10.2	0	0	0.2026
RP11-485O10.3	0	0	0
RP11-485O14.1	0	0	0
RP11-486A14.1	0.3801	0	0
RP11-486A14.2	0	0	0
RP11-486B10.3	0	0	0
RP11-486B10.4	0	1.004	0
RP11-486E2.1	0	0	0
RP11-486F17.1	0	0	0
RP11-486G15.1	0	0	0
RP11-486G15.2	0	0	0
RP11-486L19.2	0	1.7833	0
RP11-486M23.1	0	0	0.4154
RP11-486M23.2	0.0939	0	0
RP11-486M3.2	0	0	0
RP11-486O12.2	0.6826	0.4421	0.585
RP11-486O13.2	0	0	0
RP11-486O13.3	0	0	0
RP11-486O13.4	0	0	0
RP11-486P11.1	0	0	0
RP11-487E1.2	0	0	0
RP11-487E13.1	0	0	0
RP11-487I5.4	0	0	0
RP11-488C13.1	0	0	0
RP11-488C13.4	0	0	0
RP11-488C13.5	3.6088	3.3066	1.6208
RP11-488C13.6	0	0	0
RP11-488C13.7	0.9596	0.9205	1.0051
RP11-488I20.2	0	0	0
RP11-488I20.3	0	0	0
RP11-488I20.4	0	0	0
RP11-488I20.5	0	0	0
RP11-488I20.7	0	0	0
RP11-488I20.8	0	0	0
RP11-488I20.9	0	0	1.7254
RP11-488I4.2	0	0	0
RP11-488L1.1	0	0	0
RP11-488L18.1	0	0	0
RP11-488L18.10	3.9395	2.1464	3.1108
RP11-488L18.3	0.0324	0	0.1505
RP11-488L18.6	0.5075	0	0.2948
RP11-488L18.8	0	0.2137	0.3664
RP11-488L4.1	0	0	0
RP11-488P3.1	0.2128	0.6374	0
RP11-489C13.1	0	0	0
RP11-489D6.2	0	0	0
RP11-489E7.1	0	0	0
RP11-489E7.4	0.1543	0.2444	0.1768
RP11-489G11.3	0	0	0
RP11-489M13.1	0	0	0
RP11-489M13.2	0	0	0
RP11-489M13.3	0	0	0
RP11-489N22.3	0	0	0
RP11-489O18.1	0	0	0
RP11-48B14.1	0	0	0.2511
RP11-48B3.2	0	0	0
RP11-48B3.3	0	0	0.1449
RP11-48B3.4	0	0.0622	0.3073
RP11-48D4.2	0	0	0
RP11-48F14.1	0	0	0
RP11-48F14.2	0	0	0
RP11-48G14.1	0	0	0.0517
RP11-48G14.2	0.0366	0	0
RP11-48L13.1	0	0	0
RP11-48O20.4	3.3769	3.5919	0
RP11-490C5.1	0	0	0
RP11-490D19.11	0	0	0
RP11-490D19.6	0	0	0
RP11-490D19.8	0	0	0
RP11-490E15.2	0	0	0
RP11-490F3.1	0	0	0
RP11-490G2.2	0	0	0
RP11-490G8.1	0	0.5457	0.3601
RP11-490H24.5	0.6323	2.0013	1.3378
RP11-490H9.1	0	0	0
RP11-490K7.1	0	0	0
RP11-490K7.4	0	0	0
RP11-490M8.1	0	1.9084	1.7761
RP11-490O24.2	0	0	0
RP11-490O6.2	0	0.1936	0.2229
RP11-491F9.1	0	0	0
RP11-491F9.5	0	0	0
RP11-491F9.6	0	0	0
RP11-491F9.8	0	0	0
RP11-491H19.1	0	0	0
RP11-491H9.3	0	0	0
RP11-492A10.1	0	0	0
RP11-492A12.2	0	0	0
RP11-492D6.3	0	0	0.2574
RP11-492E3.2	0	0.0309	0
RP11-492E3.51	0	0.3536	0.401
RP11-492I2.1	0	0	0
RP11-492I21.1	0.7343	0	0
RP11-492L8.1	0	0	0
RP11-492L8.2	0	0	0
RP11-492M19.3	0	0	0
RP11-492M23.2	0.2795	0.6845	1.2029
RP11-492O8.1	0	0	0
RP11-493E12.1	0	0	0.398
RP11-493E12.2	0.6992	0	0
RP11-493E3.1	0	0.2361	0.1138
RP11-493E3.2	0	0	0
RP11-493G17.4	0	0	0
RP11-493K19.3	0.1493	0.1612	0.1997
RP11-493K23.1	0	0	0
RP11-493K23.4	0	0	0
RP11-493L12.3	0	0	0
RP11-493L12.4	0	0	0
RP11-493L12.5	0	0	0
RP11-493L12.6	0	0	0
RP11-493P1.2	0.1221	0	0
RP11-494H4.3	0	0	0
RP11-494I9.1	0	0	0
RP11-494I9.2	0	0	0
RP11-494K3.2	0	0	0
RP11-494M8.1	0	0	0
RP11-494M8.4	0	0	0
RP11-494O16.3	0	0.2188	0
RP11-495K9.3	0	0	0
RP11-495K9.5	0	0	0
RP11-495K9.6	0	0	0
RP11-495K9.7	0	0	0
RP11-495K9.9	0	0	0
RP11-495O10.1	0	0	0
RP11-495O11.1	0	0	0
RP11-495P10.1	0	0.0244	0
RP11-495P10.10	0	0	0
RP11-495P10.2	0.0248	0	1.5905
RP11-495P10.3	0	0	0
RP11-495P10.4	0	0	0
RP11-495P10.5	0	0	0
RP11-495P10.6	0	0	0
RP11-495P10.7	0	0	0
RP11-495P10.8	0	0.0571	0
RP11-495P10.9	0	0	0
RP11-496B10.1	0	0	0
RP11-496B10.3	0	0	0
RP11-496D1.2	0	0	0
RP11-496D24.2	0	0	0.02
RP11-496H1.1	2.0218	1.3582	0.2437
RP11-496H1.2	0.5209	1.1966	0.6099
RP11-496H15.2	0	0	0
RP11-496I2.2	0.6018	0.014	0
RP11-496I2.4	0	0.0622	0
RP11-496I2.5	2.233	0.3266	0.7368
RP11-496I2.6	0	0	0
RP11-496I2.7	0	0	0
RP11-496I9.1	2.5012	1.3028	0.4739
RP11-496N12.6	0	0	0.791
RP11-497D6.3	0	0	0
RP11-497D6.5	0	0	0
RP11-497E19.1	0	0	0.3164
RP11-497E19.2	0	0	0
RP11-497G19.1	0	0	0
RP11-497G19.2	0	0	0
RP11-497G19.3	0	0	0
RP11-497H16.2	0	0	0.3789
RP11-497H16.4	0	0	0
RP11-497H16.5	0	0.858	0
RP11-497H16.6	0	0	0.2146
RP11-497H16.7	0.1455	0	0.718
RP11-497H16.8	0	0	0
RP11-497H16.9	4.8601	3.4098	3.3274
RP11-497H17.1	0	0	0
RP11-497J7.1	0	0	0
RP11-497J7.2	0	0	0
RP11-497J7.4	0	0	0
RP11-497K15.1	0	0	0
RP11-497K21.1	0	0	0
RP11-498B4.5	0	0	0
RP11-498C9.12	0.5031	0.0777	0.5162
RP11-498C9.13	0.4056	0	0
RP11-498C9.15	2.1907	1.5256	1.358
RP11-498C9.16	0	0	0
RP11-498C9.17	0	0	0
RP11-498C9.2	0	0	0
RP11-498C9.3	0	0	0.1584
RP11-498D10.3	0	0	0
RP11-498D10.5	0.0701	0	0
RP11-498D10.6	1.5434	0	0.3006
RP11-498D10.8	0	0	0
RP11-498E11.2	0	0	0
RP11-498E2.7	3.097	2.3669	1.7743
RP11-498E2.8	1.9199	1.1884	0.8237
RP11-498E2.9	0	0	0
RP11-498J9.2	0	0	0
RP11-498M14.1	0	0	0
RP11-498M15.1	0	0	0
RP11-498M5.2	0	0	0
RP11-498P14.3	0	0.0044	0
RP11-498P14.4	0	0	0
RP11-498P14.5	0	0	0.5707
RP11-499E18.1	0.3925	1.1698	1.7143
RP11-499F3.1	0	0	0
RP11-499F3.2	0.0936	1.2294	0.8214
RP11-499O7.4	0	0	0
RP11-499O7.7	0	0	0
RP11-499P1.1	0	0	0
RP11-499P20.2	2.8548	0.5571	1.2263
RP11-49C24.1	0	0	2.0243
RP11-49C9.2	0	0.0178	0
RP11-49G10.3	0	0	0
RP11-49I11.1	6.3825	1.5866	4.6508
RP11-49I11.2	1.9714	0	0.5629
RP11-49I11.3	2.9266	0	0.1104
RP11-49I4.3	0	0	0
RP11-49K24.4	0	0	0
RP11-49K24.5	0.3539	0	0
RP11-49K24.8	0.5945	0.1144	0.5329
RP11-49K4.2	0	0	0
RP11-49L2.1	0	0	0
RP11-49O14.2	0	0	0
RP11-49O14.3	0	0	0
RP11-4B14.3	0	0	0
RP11-4C20.3	0	0	0
RP11-4C20.4	0	0	0
RP11-4E23.2	0	0.1028	0.4233
RP11-4F22.2	0	0	0
RP11-4F5.2	2.6831	1.3619	0.0551
RP11-4G2.1	0	0	0
RP11-4H14.1	0	0	0
RP11-4K16.2	0	0	0
RP11-4K3__A.3	0	0	0
RP11-4K3__A.5	0	0	0
RP11-4M23.2	0	0	0
RP11-4M23.3	0	0	0
RP11-4M23.4	0	0	0
RP11-4M23.7	0	0	0
RP11-4N23.1	0	0	0
RP11-4O1.2	0.5198	0.4761	0
RP11-4O3.1	0	0	0
RP11-4O3.2	0	0	0
RP11-500B12.1	0	0	0
RP11-500C11.3	1.6263	2.7567	3.5285
RP11-500G10.4	0	0	0
RP11-500G22.2	0	0.2573	0.116
RP11-500G9.1	0	0	0
RP11-500K19.1	0	0	0
RP11-500K19.2	0	0	0
RP11-500M10.1	0	0	0
RP11-500M8.4	0	0	0
RP11-500M8.6	0	0	0
RP11-500M8.7	5.3239	4.7189	4.458
RP11-501C14.5	0	0	0
RP11-501C14.6	0	0	0
RP11-501C14.7	0	0	0
RP11-501C14.9	0	0	0
RP11-501E14.1	0.0998	0	0
RP11-501H19.2	0	0	0
RP11-501J20.2	0	0	0
RP11-501J20.3	0	0	0
RP11-501J20.5	0	0	0
RP11-501M7.1	0	0	0
RP11-501O2.1	0	0	0
RP11-501O2.3	0	0	0
RP11-501O2.4	0	0	0
RP11-501O2.5	0	0	0
RP11-502F1.2	0	0	0
RP11-502H18.2	0	0	0
RP11-502I4.3	1.209	0	0.8941
RP11-502M1.1	0	0	0
RP11-502M1.2	0	0	0
RP11-502N13.2	0	0	0
RP11-503C24.1	0	0	0
RP11-503C24.2	0	0	0
RP11-503C24.3	0	0	0
RP11-503C24.4	0.0713	0	0
RP11-503C24.6	0	0	0
RP11-503D12.1	0	0	0
RP11-503E24.2	1.6276	0.1042	0.5183
RP11-503E24.3	0	0	0
RP11-503G7.1	0	1.5085	0
RP11-503G7.2	0	2.0068	0
RP11-503I22.2	0	0	0
RP11-503K16.2	0	0	0
RP11-503L19.1	0	0	0
RP11-503L23.1	0	0	0
RP11-503N18.1	0.0579	0	0
RP11-503N18.3	0	0.0271	0
RP11-503N18.4	0	0	0
RP11-503N18.5	0	0	0
RP11-503P10.1	0.0886	0.1204	0.2126
RP11-504A18.1	0	0	0
RP11-504E21.1	0	0	0
RP11-504G3.4	0.8518	0.0656	0.2953
RP11-504I13.3	0.1314	0	0
RP11-504P24.2	0.276	0.2881	0.9524
RP11-504P24.3	0	0	0.2621
RP11-504P24.4	3.2125	0.0544	2.0281
RP11-504P24.5	0	0	0
RP11-504P24.6	0	1.001	0
RP11-504P24.8	3.1816	2.2292	3.1682
RP11-505C13.1	0	0	0
RP11-505E24.2	0	0	0
RP11-505E24.3	0	0	0
RP11-505K1.1	0	0	0
RP11-505K9.1	0.6623	0.9762	1.6391
RP11-505K9.3	0	0	0
RP11-505K9.4	0.1136	0	0.0886
RP11-505O17.1	0	0	0
RP11-505P4.5	0	0	0
RP11-505P4.6	0	0.4419	0
RP11-505P4.7	0	0.1469	0.2871
RP11-506A18.1	0	0	0
RP11-506B6.3	0	0.0431	0
RP11-506B6.5	0	0	0
RP11-506B6.6	0	0	0
RP11-506D12.5	0	0	0
RP11-506E9.3	0	0	0
RP11-506H20.1	0	0	0
RP11-506H20.2	0	0	0
RP11-506K19.1	0	0	0
RP11-506K19.2	0	0	0
RP11-506K6.4	0.6353	0.0566	0
RP11-506M12.1	1.1336	0	0.8922
RP11-506M13.3	2.0456	0.9658	2.4262
RP11-506N2.1	0.2168	0.0795	0
RP11-506O24.1	0	0	0
RP11-506O24.2	0	0	0
RP11-507B12.1	0	0	0
RP11-507B12.2	0	0	0
RP11-507D14.4	0	0	0
RP11-507E23.1	0	0	0
RP11-507F16.1	0	0	0
RP11-507J18.1	0	0	0
RP11-507J18.2	0	0.4319	1.0048
RP11-507K13.4	0	0	0
RP11-507K13.6	0	0	0.3359
RP11-507K2.2	0	0	0
RP11-507K2.3	1.663	0	0.5122
RP11-507M3.1	0	0	0
RP11-508M1.7	0	0	0
RP11-508M8.1	0	0	0
RP11-508N12.2	0	0	0
RP11-508N12.3	0	0	0
RP11-508N12.4	0	0	0.3657
RP11-508N22.10	0	0	0
RP11-508N22.11	0	0	0
RP11-508N22.12	0.0307	0	0.1256
RP11-508N22.13	0	0	0
RP11-508N22.6	0	0	0
RP11-508N22.8	0	0	0
RP11-508N22.9	0	0	0
RP11-508O18.1	0	0	0
RP11-508P1.2	0	0	0
RP11-509A17.3	0	0	0.2251
RP11-509E10.1	0	0	0
RP11-509E16.1	0	0.0388	0.7185
RP11-509J21.1	0	0.0752	1.1192
RP11-509J21.2	0	0	0
RP11-509J21.3	0	0	0.3617
RP11-509J21.4	0	0	0
RP11-509M23.1	0	0	0
RP11-509P12.1	0	0	0
RP11-50B3.1	0	0	0
RP11-50B3.2	0	0.3558	0.1474
RP11-50B3.4	0.6079	0.102	0.4203
RP11-50C13.1	1.1764	0	0.9708
RP11-50C13.2	0	0	0
RP11-50D9.1	0.391	0.4262	0.1615
RP11-50D9.3	0.5156	0.0784	0.0121
RP11-50E11.2	0.0956	0	0.1771
RP11-50E11.3	0.8885	0.1549	0.356
RP11-50I19.1	0	0	0
RP11-50O21.1	0	0	0
RP11-510C10.2	0	0	0
RP11-510C10.3	0	0	0
RP11-510C10.4	0	0	0
RP11-510D19.1	0	0	0
RP11-510D21.1	0	0	0
RP11-510D21.2	0	0	0
RP11-510H23.1	0	0.2533	0.01
RP11-510I21.1	0	0	0
RP11-510I5.4	0	0	0
RP11-510I6.1	0	0	0
RP11-510I6.2	0	0	0
RP11-510I6.3	0	0	0
RP11-510J16.5	0.1367	0.0454	0
RP11-510M2.1	0	0	0
RP11-510M2.2	0.0195	0	0.077
RP11-510M2.4	0	0	0
RP11-510M2.5	0	0	0
RP11-510M2.6	0	0	0
RP11-510M2.7	0	0	0
RP11-510M2.8	0	0	0
RP11-510N19.2	0	0	0
RP11-510N19.3	0	0	0
RP11-510N19.5	2.6045	1.2607	0
RP11-510P12.1	0	0	0
RP11-511B23.1	0	0	0
RP11-511B23.2	0	0	0
RP11-511B23.3	0	0	0
RP11-511B23.4	0	0	0
RP11-511B7.1	0	0	0
RP11-511H9.3	0	0	0
RP11-511H9.4	0	0	0
RP11-511I11.1	0	0	0
RP11-511I11.2	0	0	0
RP11-511I2.2	0	0	0
RP11-511P7.4	0	0	0
RP11-512F24.1	0	0.2344	0.2831
RP11-512G4.1	0	0	0
RP11-512H23.2	0	0	0.7639
RP11-512M8.3	0.8926	0.132	0.7459
RP11-512M8.5	2.9193	1.3882	3.0751
RP11-512N21.1	0	0	0
RP11-512N21.3	0	0	0
RP11-512N4.2	0	0	0
RP11-513D4.1	0	0	0
RP11-513D4.2	0	0	0
RP11-513D4.3	0	0	0
RP11-513D5.2	0	0	0
RP11-513D5.5	0.1994	0	0
RP11-513G11.2	0	0.0214	0
RP11-513G11.3	0	0	0
RP11-513G11.4	0	0	0
RP11-513G19.1	0	0	0
RP11-513H8.1	0	0	0
RP11-513I15.6	2.2894	0.1191	3.2814
RP11-513M1.1	0	0	0
RP11-513M16.7	0.4209	0.3609	1.0656
RP11-513M16.8	1.4889	0.5713	1.511
RP11-513N24.1	0	0	0
RP11-513O17.1	0	0	0
RP11-513O17.2	0.047	0	0
RP11-513O17.3	0	0	0
RP11-514A9.1	0	0	0
RP11-514D23.1	0	0	0
RP11-514D23.3	0	0	0
RP11-514F3.4	0	0	0
RP11-514F3.5	0	0	0
RP11-514F8.2	0	0	0
RP11-514O12.4	0	0	0
RP11-514P8.2	0	0	0
RP11-514P8.6	0	2.1824	1.2564
RP11-514P8.7	0	0.2222	0
RP11-514P8.8	0.6504	1.9898	1.011
RP11-515C16.1	0	0	0
RP11-515C16.7	0	0	0
RP11-515E23.1	0	0	0
RP11-515E23.2	0	0	0
RP11-515K14.1	0	0	0
RP11-515O17.2	0	0	0
RP11-515O17.3	0	0	0
RP11-516A11.1	0	0.1177	0
RP11-516A11.3	0	0	0
RP11-516C1.1	0.0899	0	0
RP11-516J2.1	0	0	0
RP11-517A5.4	0.4356	0.4336	0.5281
RP11-517A5.5	0	0	0.9793
RP11-517A5.6	0	0	0
RP11-517A5.7	0	0	0
RP11-517B11.2	0	0	0
RP11-517B11.4	0	0	0
RP11-517B11.6	0	0	0
