Probe	CCL_A	CCL_B	CCL_C
cg23548920	0.0451	0.0348	0.0593
cg23555120	0.8738	0.9039	0.8732
cg23558650	0.0058	0.0225	0.0172
cg23559331	0.4007	0.7095	0.3353
cg23560113	0.0898	0.0723	0.1008
cg23563234	0.8902	0.6785	0.8837
cg23566335	0.3745	0.895	0.1004
cg23568913	0.0464	0.0471	0.0365
cg23570261	0.0266	0.0295	0.0309
cg23571457	0.5953	0.5933	0.3962
cg23571857	0.3091	0.7617	0.6814
cg23574449	0.0639	0.0444	0.1068
cg23575320	0.1407	0.2024	0.0495
cg23576473	0.0178	0.02	0.0386
cg23577242	0.5711	0.9335	0.9306
cg23580000	0.7612	0.8958	0.8821
cg23580945	0.1706	0.7839	0.2382
cg23582408	0.3071	0.8738	0.2225
cg23583739	0.0124	0.0248	0.0094
cg23585575	0.0744	0.0384	0.069
cg23587449	0.3877	0.9172	0.9102
cg23587532	0.7193	0.8829	0.8595
cg23588553	0.0838	0.0353	0.0577
cg23588893	0.052	0.0399	0.0481
cg23591853	0.0818	0.1665	0.3576
cg23591869	0.3318	0.3883	0.3545
cg23594876	0.0433	0.0366	0.0721
cg23596123	0.1116	0.7603	0.0747
cg23599056	0.9526	0.9933	0.9911
cg23599843	0.1392	0.5902	0.2495
cg23602533	0.4713	0.8803	0.0672
cg23602684	0.0074	0.0145	0.0244
cg23609672	0.3425	0.8397	0.7357
cg23609821	0.0535	0.0394	0.0499
cg23610018	0	0.0067	0.0084
cg23610820	0.2114	0.5883	0.5536
cg23610841	0.1289	0.0942	0.1008
cg23612220	0.8054	0.9376	0.9028
cg23613177	0.0555	0.0471	0.0677
cg23613305	0.003	0.0129	0.0216
cg23614979	0.8529	0.3392	0.0975
cg23615676	0.7369	0.9193	0.1293
cg23616741	0.5849	0.9043	0.5334
cg23617121	0.9084	0.9407	0.9216
cg23618830	0.0717	0.2824	0.0551
cg23619829	0.1894	0.0644	0.0475
cg23620639	0.0869	0.0662	0.0897
cg23621689	0.7298	0.8304	0.8012
cg23621817	0.7961	0.9459	0.8849
cg23625458	0.5065	0.9147	0.7298
cg23626798	0.4254	0.4461	0.3254
cg23627134	0.3814	0.7496	0.6238
cg23628240	0.0652	0.0887	0.0786
cg23629183	0.1445	0.2319	0.2064
cg23632840	0.0267	0.0272	0.0291
cg23637791	0.0674	0.0455	0.463
cg23637943	0.0576	0.0366	0.0786
cg23639989	0.1474	0.1973	0.432
cg23640092	0.0373	0.04	0.0482
cg23640701	0.6611	0.9216	0.8818
cg23640903	0.1595	0.076	0.1992
cg23641145	0.3328	0.8879	0.1771
cg23641264	0.8966	0.9505	0.918
cg23641267	0.9211	0.9604	0.5064
cg23642747	0.4781	0.442	0.9089
cg23643330	0.0475	0.0554	0.0436
cg23644127	0.0546	0.0494	0.0599
cg23644213	0.0331	0.0491	0.0533
cg23645091	0.5258	0.0247	0.8144
cg23651356	0.4308	0.8941	0.537
cg23651728	0.2683	0.7443	0.9122
cg23652526	0.0524	0.0638	0.0638
cg23652939	0.0476	0.0253	0.0447
cg23653008	0.4592	0.0413	0.0635
cg23653187	0.053	0.0429	0.0425
cg23653712	0.0417	0.0337	0.0265
cg23654219	0.5657	0.8735	0.2772
cg23654545	0.0476	0.052	0.0789
cg23656380	0.0464	0.0567	0.1506
cg23656386	0.3512	0.8554	0.6283
cg23657252	0.0158	0.0211	0.0205
cg23657409	0.5983	0.5233	0.0759
cg23660191	0.0447	0.0445	0.0425
cg23660999	8e-04	0.0018	0
cg23661676	0.1892	0.6271	0.4169
cg23662675	0.0548	0.0299	0.0431
cg23663332	0.8872	0.625	0.577
cg23663476	0.3013	0.854	0.8293
cg23665603	0.0884	0.5904	0.1774
cg23667407	0.0287	0.0285	0.0334
cg23667432	0.1956	0.849	0.297
cg23667933	0.0824	0.1101	0.1167
cg23668257	0.0548	0.0676	0.0612
cg23668631	0.8203	0.7916	0.7846
cg23670203	0.9119	0.9295	0.8954
cg23671708	0.5199	0.9262	0.909
cg23673107	0.3391	0.7687	0.5004
cg23674788	0.3638	0.8271	0.8211
cg23674882	0.4711	0.9345	0.0676
cg23679085	0.0627	0.0679	0.0796
cg23679141	0.0276	0.2982	0.1672
cg23679724	0.492	0.6468	0.3706
cg23680518	0.0931	0.898	0.5959
cg23680936	0.0964	0.0735	0.0809
cg23681213	0.259	0.0766	0.1615
cg23681243	0.0354	0.0413	0.0549
cg23683201	0.1625	0.9563	0.0463
cg23684521	0.0338	0.0456	0.0417
cg23685580	0.8494	0.8782	0.8158
cg23686014	0.2176	0.8083	0.1253
cg23687186	0.071	0.0576	0.0978
cg23687319	0.0282	0.02	0.0249
cg23687960	0.2603	0.049	0.0631
cg23689916	0.0184	0.0443	0.0363
cg23690380	0.0643	0.0799	0.0587
cg23692497	0.0505	0.0373	0.0582
cg23694248	0.5568	0.8795	0.3043
cg23695504	0.3561	0.9726	0.5672
cg23696618	0.2162	0.9324	0.3673
cg23696712	0.4146	0.8636	0.5272
cg23696834	0.0602	0.3553	0.8271
cg23696886	0.1213	0.3126	0.9141
cg23696949	0.0569	0.0454	0.8896
cg23698058	0.4301	0.0155	0.0166
cg23698956	0.0478	0.0503	0.0988
cg23698969	0.8751	0.8907	0.9032
cg23699324	0.3131	0.706	0.0187
cg23700778	0.0587	0.0633	0.0702
cg23702568	0.0936	0.0657	0.1213
cg23704082	0.051	0.061	0.2276
cg23704362	0.1171	0.8589	0.5087
cg23705973	0.1835	1	0.0342
cg23706211	0.5277	0.1769	0.6828
cg23706422	0.0563	0.034	0.0565
cg23707493	0.0324	0.0229	0.065
cg23707905	0.9726	0.9663	0.9604
cg23709121	0.069	0.0702	0.1268
cg23709838	0.0613	0.0621	0.1031
cg23713520	0.1454	0.9396	0.9142
cg23713742	0.3142	0.947	0.6437
cg23717696	0.9175	0.9252	0.7161
cg23719124	0.4257	0.8785	0.6572
cg23719367	0.4885	0.9089	0.9006
cg23721140	0.0798	0.0588	0.044
cg23722792	0.8209	0.8381	0.8293
cg23723933	0.0398	0.045	0.0521
cg23724447	0.0552	0.0532	0.0936
cg23727583	0.0471	0.0389	0.0636
cg23731764	0.0414	0.0284	0.041
cg23732182	0.1309	0.2198	0.4392
cg23733753	0.278	0.4438	0.1362
cg23735442	0.0301	0.0402	0.0346
cg23737055	0.1269	0.0811	0.1082
cg23738770	0.0378	0.049	0.0762
cg23739036	0.0573	0.0531	0.0738
cg23739862	0.2535	0.0597	0.1862
cg23740844	0.0615	0.0456	0.0666
cg23741330	0.712	0.8549	0.0803
cg23743114	0.9292	0.9285	0.3528
cg23746359	0.193	0.4487	0.2239
cg23748737	0.8002	0.8287	0.4872
cg23749046	0.3176	0.7987	0.6123
cg23749163	0.0758	0.0773	0.0726
cg23750556	0.3928	0.0787	0.1161
cg23751724	0.0458	0.8301	0.0571
cg23751922	0.0648	0.3889	0.0719
cg23752923	0.9353	0.0375	0.0462
cg23752985	0.6342	0.8593	0.7408
cg23753610	0.1276	0.8999	0.6452
cg23756219	0.629	0.8261	0.483
cg23756272	0.2219	0.9567	0.8896
cg23758485	0.0306	0.0486	0.0191
cg23759214	0.0501	0.0418	0.053
cg23759710	0.4643	0.7114	0.7246
cg23760945	0.9359	0.9285	0.9072
cg23761196	0.0775	0.0803	0.0982
cg23761264	0.0682	0.0614	0.0812
cg23762517	0.3655	0.105	0.0473
cg23764381	0.7331	0.1025	0.0451
cg23765993	0.1025	0.7203	0.0732
cg23769143	0.6899	0.7556	0.8129
cg23771603	0.6814	0.9797	0.2679
cg23771661	0.2878	0.8586	0.7823
cg23772500	0.0526	0.0293	0.0452
cg23772557	0.028	0.0376	0.0414
cg23773532	0.6426	0.6565	0.7864
cg23776012	0.1315	0.9413	0.906
cg23776217	0.0496	0.0467	0.0595
cg23777956	0.1498	0.8582	0.4286
cg23779106	0.0105	0.0116	0.0181
cg23779331	0.0582	0.0762	0.0871
cg23780937	0.0498	0.0806	0.0864
cg23788167	0.0098	0.0181	0.0122
cg23790767	0.0319	0.0278	0.049
cg23792364	0.033	0.0357	0.0333
cg23795623	0.0747	0.0621	0.1311
cg23797100	0.3745	0.8558	0.7771
cg23799276	0.5131	0.0752	0.3951
cg23799313	0.2012	0.1212	0.3436
cg23806715	0.016	0.0252	0.0029
cg23807009	0.0413	0.0463	0.0485
cg23807559	0.0427	0.0422	0.1013
cg23807646	0.5984	0.938	0.838
cg23808301	0.0621	0.0489	0.0527
cg23812886	0.1445	0.8031	0.1033
cg23813257	0.1101	0.3357	0.2619
cg23813564	0.8112	0.984	0.3682
cg23815491	0.1812	0.8877	0.2407
cg23816572	0.0367	0.0311	0.0958
cg23817637	0.1016	0.5139	0.4455
cg23818978	0.8868	0.887	0.7196
cg23820285	0.0414	0.0357	0.0565
cg23822915	0.0461	0.054	0.0581
cg23824713	0.9394	0.9081	0.8165
cg23824815	0.0409	0.0455	0.044
cg23827867	0.0818	0.0688	0.0699
cg23828212	0.0602	0.0656	0.0657
cg23828595	0.373	0.9107	0.0407
cg23829949	0.081	0.9268	0.7549
cg23830037	0.0619	0.0976	0.1134
cg23830326	0.065	0.0627	0.0887
cg23832061	0.0533	0.046	0.075
cg23833452	0.5891	0.06	0.1067
cg23834593	0.0333	0.8669	0.6588
cg23835812	0.1118	0.1116	0.1154
cg23837897	0.0543	0.0457	0.0825
cg23838179	0.0556	0.058	0.0984
cg23838531	0.0182	0.0143	0.0167
cg23839398	0.8698	0.7663	0.8061
cg23841186	0.4509	0.0602	0.0515
cg23843505	0.2344	0.5306	0.6326
cg23843812	0.399	0.7452	0.0873
cg23844090	0.055	0.0553	0.0437
cg23845507	0.0244	0.0338	0.0569
cg23845773	0	0.0165	0.0022
cg23850212	0.3911	0.4102	0.0608
cg23850272	0.0527	0.1976	0.0429
cg23850377	0.0452	0.0467	0.0422
cg23854009	0.1193	0.504	0.0534
cg23854921	0.0451	0.0549	0.078
cg23855093	0.4474	0.8868	0.3212
cg23855566	0.0444	0.0526	0.0493
cg23855818	0.553	0.9494	0.6521
cg23855989	0.6129	0.8556	0.8123
cg23858074	0.0759	0.0626	0.0698
cg23858360	0.3012	0.1602	0.1032
cg23858565	0.0205	0.0273	0.0261
cg23859078	0.0614	0.0772	0.1151
cg23861715	0.0424	0.0479	0.0901
cg23862908	0.0494	0.0363	0.0525
cg23863670	0.131	0.788	0.4866
cg23864823	0.028	0.0425	0.0266
cg23865067	0.0748	0.076	0.0816
cg23866755	0.0445	0.0774	0.0507
cg23867624	0.0535	0.0477	0.0665
cg23868119	0.3943	0.0775	0.066
cg23871933	0.0421	0.0429	0.0684
cg23873703	0.5948	0.8881	0.3687
cg23874078	0.0461	0.0324	0.0429
cg23877385	0.5589	0.9206	0.5255
cg23877786	0.0431	0.0401	0.0222
cg23877831	0.0417	0.0515	0.0263
cg23878206	0.8866	0.9084	0.4419
cg23879147	0.0542	0.0809	0.0501
cg23881601	0.0186	0.0309	0.0462
cg23881725	0.1522	0.5002	0.8429
cg23881971	0.1007	0.0779	0.0443
cg23882824	0.062	0.0724	0.0902
cg23886551	0.9746	0.9575	0.0616
cg23886755	0.8761	0.9538	0.9325
cg23887102	0.6494	0.8944	0.1167
cg23887396	0.9833	0.988	0.0327
cg23888423	0.0437	0.0344	0.0525
cg23889010	0.0879	0.6396	0.2325
cg23889021	0.0723	0.1411	0.0623
cg23889771	0.0531	0.05	0.0628
cg23894003	0.814	0.836	0.8582
cg23894058	0.2094	0.8645	0.0504
cg23894539	0.632	0.0187	0.028
cg23896056	0.0207	0.0451	0.0248
cg23897067	0.0636	0.0445	0.0465
cg23898073	0.4176	0.8099	0.0667
cg23900225	0.0812	0.8777	0.8572
cg23901896	0.937	0.9138	0.93
cg23902550	0.5951	0.6753	0.5065
cg23904249	0.4532	0.6994	0.6642
cg23905308	0.0095	0.0298	0.0743
cg23906144	0.0047	0.0144	0.0234
cg23906291	0.0295	0.0396	0.0447
cg23906760	0.0712	0.0691	0.0834
cg23909343	0.0799	0.16	0.1252
cg23910243	0.3378	0.8994	0.8899
cg23911465	0.0812	0.082	0.0967
cg23911972	0.0461	0.0506	0.0801
cg23912721	0.0318	0.066	0.0586
cg23912823	0.0393	0.0312	0.0331
cg23913400	0.0584	0.0548	0.404
cg23915008	0.0683	0.0717	0.0608
cg23915111	0.0575	0.051	0.057
cg23916158	0.0332	0.0317	0.0428
cg23916751	0.0424	0.0333	0.0328
cg23916845	0.0474	0.0312	0.0462
cg23916948	0.0605	0.0635	0.0983
cg23917399	0.7495	0.1124	0.1012
cg23918047	0.0557	0.2929	0.0699
cg23918676	0.0451	0.1054	0.0297
cg23919568	0.0579	0.0505	0.0563
cg23920441	0.1664	0.2996	0.2252
cg23920917	0.0942	0.0787	0.0652
cg23921534	0.861	0.9405	0.2325
cg23921699	0.0256	0.0104	0.056
cg23922081	0.0325	0.0353	0.0362
cg23922454	0.0546	0.8136	0.0329
cg23922708	0.0782	0.0527	0.1124
cg23922914	0.0407	0.0431	0.055
cg23923462	0.0828	0.0725	0.0946
cg23926526	0.057	0.0684	0.0778
cg23926715	0.1284	0.3933	0.037
cg23927367	0.0546	0.1664	0.0819
cg23933345	0.0541	0.0391	0.0387
cg23934633	0.8435	0.8824	0.9027
cg23935746	0.0656	0.0593	0.0759
cg23936476	0.6605	0.6344	0.3764
cg23938476	0.0445	0.0523	0.0773
cg23940655	0.1052	0.1143	0.127
cg23941599	0.047	0.0293	0.0436
cg23943360	0.0706	0.0501	0.3859
cg23943801	0.0497	0.0486	0.1043
cg23947872	0.1312	0.1008	0.0974
cg23948756	0.0114	0.0339	0.0233
cg23948874	0.0525	0.0499	0.0743
cg23950724	0.7278	0.9003	0.1221
cg23953133	0.1275	0.1724	0.1972
cg23953396	0.0202	0.0086	0.1574
cg23953831	0.2677	0.8903	0.8428
cg23957084	0.0861	0.0578	0.0805
cg23957424	0.0411	0.0374	0.0324
cg23957915	0.1174	0.0963	0.2755
cg23959705	0.2156	0.8616	0.6535
cg23960723	0.4775	0.9296	0.7998
cg23963136	0.0137	0.0233	0.0242
cg23964386	0.1695	0.77	0.4208
cg23967169	0.2729	0.6473	0.3791
cg23968383	0.4415	0.6122	0.4264
cg23968678	0.0299	0.0275	0.0557
cg23970089	0.0323	0.072	0.2073
cg23970338	0.0869	0.1006	0.1219
cg23970523	0.2632	0.2339	0.2529
cg23970785	0.1159	0.0811	0.1066
cg23972869	0.9117	0.8906	0.6769
cg23973000	0.1431	0.9131	0.6047
cg23973566	0.2774	0.9345	0.8974
cg23974202	0.0504	0.0379	0.0766
cg23977670	0.3596	0.8018	0.763
cg23978322	0.515	0.8138	0.1732
cg23979923	0.0745	0.1292	0.1073
cg23983173	0.0272	0.1194	0.0241
cg23983340	0.0472	0.0425	0.0552
cg23983449	0.1258	0.3649	0.3615
cg23984059	0.0444	0.0497	0.0579
cg23984434	0.6279	0.0646	0.0754
cg23988310	0.0299	0.4146	0.6703
cg23989635	0.0717	0.0646	0.5206
cg23993660	0.062	0.0621	0.0704
cg23995753	0.7585	0.4286	0.837
cg23996241	0.1377	0.1452	0.1855
cg23996306	0.277	0.0591	0.0991
cg23998987	0.0463	0.0258	0.0509
cg24000099	0	0.0011	0
cg24000189	0.0011	0.0091	0.0081
cg24001070	0.0263	0.0279	0.0331
cg24003306	0.0014	0.0064	0.0111
cg24003542	0.4736	0.0364	0.0325
cg24006341	0.5075	0.9437	0.7181
cg24006361	0.0662	0.0743	0.1425
cg24008892	0.0718	0.8902	0.656
cg24009736	0.085	0.3491	0.5529
cg24010336	0.3229	0.494	0.8402
cg24010952	0.2435	0.3356	0.278
cg24012034	0.0564	0.0425	0.0609
cg24012157	0.0628	0.0759	0.0662
cg24012887	0.0086	0.0297	0.0068
cg24014020	0.058	0.0745	0.0539
cg24014661	0.4223	0.9158	0.0738
cg24016044	0.0323	0.0877	0.0491
cg24019851	0.7903	0.831	0.8062
cg24022301	0.3335	0.2357	0.1263
cg24022829	0.0528	0.0396	0.0528
cg24023606	0.047	0.0438	0.0844
cg24024214	0.282	0.903	0.1905
cg24028122	0.0558	0.0378	0.0928
cg24030425	0.0476	0.0476	0.0819
cg24030449	0.3135	0.8823	0.7207
cg24030609	0.6193	0.9154	0.8246
cg24030627	0.7996	0.7813	0.2366
cg24030630	0.0549	0.0812	0.0385
cg24031606	0.1076	0.0874	0.1067
cg24034289	0.0396	0.0586	0.0341
cg24034992	0.0346	0.0342	0.0468
cg24035370	0.0459	0.0439	0.6699
cg24035962	0.0341	0.0739	0.0659
cg24038764	0.0579	0.0327	0.2729
cg24041453	0.6506	0.4581	0.5715
cg24041995	0.0462	0.055	0.0722
cg24042452	0.7971	0.8993	0.6546
cg24043192	0.1097	0.066	0.0544
cg24043307	0.1306	0.1294	0.1376
cg24046110	0.3407	0.6945	0.3759
cg24046474	0.2545	0.6059	0.0736
cg24053375	0.4322	0.9234	0.4913
cg24053587	0.3614	0.0577	0.0659
cg24053619	0.0091	0.0154	0.0204
cg24054653	0.0591	0.0667	0.0893
cg24056562	0.0611	0.064	0.0736
cg24056567	0.7259	0.7628	0.9053
cg24058120	0.0792	0.2657	0.1105
cg24058132	0.5753	0.2406	0.3123
cg24059075	0.1292	0.5076	0.2128
cg24060938	0.1107	0.9495	0.8804
cg24063470	0.1051	0.0792	0.0915
cg24068372	0.4145	0.1052	0.2563
cg24068708	0.1525	0.0697	0.238
cg24070847	0.058	0.0499	0.0463
cg24073161	0.0196	0.0348	0.0453
cg24075743	0.1963	0.9295	0.7524
cg24076392	0.0125	0.0215	0.0237
cg24076399	0.0264	0.0277	0.0694
cg24076884	0.5221	0.9282	0.4892
cg24077317	0.0061	0.0199	0.0195
cg24078828	0.176	0.0471	0.1035
cg24079455	0.0255	0.0275	0.0666
cg24080529	0.1331	0.9087	0.6933
cg24081819	0.0575	0.0713	0.1986
cg24082826	0.0542	0.0413	0.0461
cg24084891	0.2005	0.8157	0.1189
cg24085207	0.0459	0.1151	0.0602
cg24085258	0.0363	0.0408	0.0325
cg24087944	0.5676	0.9205	0.8896
cg24088229	0.0476	0.0609	0.057
cg24088438	0.5676	0.776	0.805
cg24088639	0.0384	0.0666	0.081
cg24088751	0.072	0.0784	0.1038
cg24091698	0.0399	0.0282	0.032
cg24092253	0.2896	0.5082	0.6055
cg24098302	0.0239	0.025	0.0294
cg24098951	0.687	0.0742	0.0908
cg24100167	0.055	0.9264	0.9328
cg24101359	0.0506	0.4438	0.9112
cg24102360	0.0439	0.0436	0.0694
cg24103438	0.6726	0.9085	0.5746
cg24104611	0.0749	0.2086	0.163
cg24105933	0.756	0.895	0.8491
cg24107581	0.0508	0.0562	0.0581
cg24107665	0.0563	0.2991	0.4647
cg24109894	0.727	0.2545	0.1043
cg24110050	0.8538	0.9204	0.9245
cg24110063	0.2816	0.9342	0.6055
cg24110916	0.0462	0.0373	0.0378
cg24113449	0.5931	0.2569	0.5078
cg24115040	0.0615	0.9449	0.8104
cg24115571	0.0954	0.0417	0.043
cg24115593	0.0812	0.0696	0.1204
cg24115627	0.7151	0.799	0.8057
cg24116028	0.7955	0.8549	0.6752
cg24116886	0.4373	0.9035	0.1001
cg24117442	0.045	0.0358	0.0345
cg24120841	0.0831	0.0843	0.0843
cg24121001	0.0258	0.0441	0.0557
cg24121436	0.2073	0.0752	0.067
cg24122922	0.0617	0.8184	0.0614
cg24123124	0.0504	0.064	0.0697
cg24124398	0.0479	0.0483	0.055
cg24124789	0.0562	0.0999	0.1115
cg24124977	0.0649	0.0723	0.1275
cg24125648	0.0982	0.3496	0.6293
cg24126851	0.2267	0.8384	0.8406
cg24127874	0.2035	0.9745	0.9742
cg24127989	0.048	0.0625	0.1855
cg24130043	0.0776	0.1046	0.4691
cg24132694	0.0997	0.465	0.4288
cg24133115	0.556	0.8561	0.1043
cg24134767	0.0662	0.1678	0.0854
cg24136586	0.0347	0.0415	0.043
cg24137081	0.0295	0.03	0.0424
cg24139421	0.0356	0.0421	0.0515
cg24139739	0.0432	0.049	0.1112
cg24141135	0.0384	0.025	0.039
cg24142014	0.0797	0.0697	0.1403
cg24142106	0.833	0.9075	0.1151
cg24145210	0.0169	0.0259	0.0197
cg24146166	0.0596	0.0479	0.0659
cg24147596	0.2071	0.3289	0.6068
cg24148044	0.0463	0.0805	0.0701
cg24150528	0.8617	0.9167	0.887
cg24154474	0.0596	0.0519	0.0631
cg24155668	0.0719	0.0339	0.8396
cg24158546	0.0369	0.0255	0.0392
cg24160158	0.0424	0.0497	0.0495
cg24164563	0.2154	0.3362	0.6412
cg24165760	0.1011	0.9747	0.3577
cg24166097	0.0042	0.0268	0.0124
cg24166628	0.2137	0.6898	0.7261
cg24167037	0.3845	0.9012	0.6229
cg24167841	0.2955	0.8973	0.8626
cg24167928	0.9471	0.9594	0.9492
cg24169822	0.3418	0.1786	0.384
cg24169915	0.0467	0.5318	0.0383
cg24170090	0.0412	0.1051	0.0362
cg24170535	0.0418	0.0348	0.0464
cg24171152	0.8901	0.95	0.9326
cg24173049	0.0431	0.0502	0.7702
cg24176037	0.019	0.0343	0.0331
cg24176563	0.6807	0.8161	0.1182
cg24178740	0.3144	0.834	0.7757
cg24181591	0.0108	0.028	0.0181
cg24182328	0.8238	0.8468	0.0637
cg24183173	0.9267	0.9722	0.9358
cg24183484	0.1815	0.3062	0.2557
cg24183958	0.085	0.1506	0.0517
cg24189717	0.0554	0.0544	0.0717
cg24192663	0.2483	0.9024	0.6236
cg24194132	0.0738	0.8666	0.2612
cg24194539	0.0827	0.0838	0.0831
cg24196046	0.0995	0.1585	0.0609
cg24197445	0.8427	0.9198	0.4862
cg24198840	0.5174	0.8998	0.9116
cg24200059	0.0764	0.1204	0.3484
cg24202119	0.0425	0.7067	0.0597
cg24204740	0.0581	0.2352	0.2298
cg24205633	0.0336	0.0384	0.0505
cg24206256	0.6515	0.0274	0.0718
cg24206694	0.0522	0.1335	0.1502
cg24207176	0.5731	0.0506	0.0537
cg24208172	0.0931	0.0739	0.1112
cg24208206	0.5444	0.645	0.2383
cg24210717	0.2633	0.5428	0.3362
cg24211388	0.8068	0.9022	0.8799
cg24211742	0.0665	0.4295	0.1556
cg24214470	0.0996	0.8014	0.8147
cg24215727	0.0536	0.0791	0.0718
cg24216294	0.8912	0.9297	0.9068
cg24216701	0.4536	0.8446	0.7644
cg24216915	0.0084	0.0242	0.0226
cg24217726	0.8966	0.9189	0.8671
cg24219058	0.2681	0.0427	0.0806
cg24219638	0.0505	0.0518	0.0706
cg24219962	0.0459	0.0447	0.0599
cg24220122	0.0584	0.098	0.0881
cg24222435	0.0534	0.0441	0.0566
cg24229819	0.053	0.0391	0.087
cg24229963	0.0444	0.0438	0.0745
cg24231716	0.0563	0.4008	0.1996
cg24234277	0.0664	0.0539	0.1016
cg24235037	0.1049	0.0638	0.4542
cg24235633	0.5059	0.8546	0.8735
cg24236559	0.1006	0.117	0.1149
cg24237439	0.1021	0.3969	0.0664
cg24237576	0.2592	0.8515	0.7895
cg24238205	0.0465	0.0503	0.0633
cg24239808	0.6937	0.9412	0.8676
cg24240626	0.0964	0.1308	0.0791
cg24241455	0.0412	0.0466	0.0441
cg24242194	0.036	0.0206	0.0518
cg24243406	0.0915	0.0947	0.1288
cg24247865	0.0531	0.0459	0.0494
cg24248317	0.8978	0.9005	0.898
cg24249486	0.1052	0.0386	0.0577
cg24249775	0.2026	0.9528	0.9104
cg24250393	0.7484	0.8995	0.4995
cg24251035	0.1301	0.2967	0.6379
cg24252723	0.0704	0.0613	0.0729
cg24254206	0.0399	0.0542	0.0304
cg24256211	0.7438	0.1166	0.0526
cg24264578	0.3923	0.9156	0.6224
cg24265806	0.3714	0.0477	0.0535
cg24266238	0.7267	0.1044	0.028
cg24266542	0.0365	0.0271	0.0422
cg24269276	0.0634	0.0567	0.076
cg24269657	0.0514	0.7217	0.6379
cg24269846	0.039	0.0479	0.0617
cg24270244	0.0407	0.0465	0.0513
cg24273512	0.7929	0.0625	0.0843
cg24274272	0.5563	0.9861	0.954
cg24274600	0.1762	0.0417	0.0448
cg24275354	0.0465	0.0515	0.102
cg24276445	0.8173	0.9176	0.9095
cg24276491	0.0768	0.7821	0.1729
cg24278423	0.2018	0.6555	0.3704
cg24283842	0.0528	0.0493	0.0716
cg24284910	0.0329	0.0221	0.0249
cg24286301	0.0567	0.7153	0.3031
cg24286767	0.056	0.0511	0.0641
cg24287460	0.1898	0.9254	0.6972
cg24289167	0.0876	0.1052	0.0874
cg24291845	0.0306	0.0148	0.0211
cg24292612	0.0851	0.8394	0.0577
cg24293567	0.082	0.0996	0.1002
cg24297976	0.0844	0.136	0.034
cg24300924	0.0688	0.0549	0.0728
cg24302095	0.0395	0.0322	0.1014
cg24304712	0.1482	0.0526	0.4332
cg24304714	0.074	0.1315	0.074
cg24305835	0	0.006	0.0239
cg24306924	0.0592	0.0635	0.0555
cg24307225	0.0189	0.0305	0.0349
cg24309555	0.2692	0.8728	0.1145
cg24313770	0.0598	0.0569	0.0824
cg24315815	0.8128	0.8815	0.7165
cg24317255	0.462	0.0938	0.102
cg24318412	0.0415	0.0505	0.0713
cg24319545	0.0536	0.0551	0.0651
cg24320643	0.0634	0.0437	0.0402
cg24321030	0.5441	0.2568	0.0128
cg24322623	0.4968	0.6979	0.3711
cg24323031	0.0522	0.0811	0.0833
cg24323434	0.0542	0.1462	0.1317
cg24323726	0.4454	0.1175	0.8332
cg24324379	0.0436	0.0976	0.1461
cg24325790	0.0741	0.8439	0.067
cg24326142	0.4415	0.0479	0.0698
cg24329717	0.4539	0.8505	0.8501
cg24329794	0.0207	0.0138	0.0249
cg24330042	0.0284	0.0511	0.0654
cg24330485	0.0928	0.0721	0.0658
cg24331079	0.8337	0.8787	0.8331
cg24331162	0.0512	0.0512	0.4796
cg24332422	0.8273	0.1244	0.0871
cg24332433	0.0463	0.1115	0.1356
cg24333473	0.4909	0.3998	0.5379
cg24334790	0.0472	0.0436	0.0432
cg24334879	0.057	0.0475	0.0779
cg24335149	0.7226	0.8397	0.8113
cg24336531	0.0527	0.0491	0.0716
cg24337809	0.0644	0.0532	0.1187
cg24338843	0.0825	0.8737	0.094
cg24340657	0.4321	0.2307	0.7971
cg24340926	0.9149	0.9151	0.5114
cg24341129	0.0517	0.6858	0.1126
cg24341177	0.077	0.0584	0.1039
cg24341220	0.0634	0.0584	0.0896
cg24341236	0.0023	0.006	0.0114
cg24341536	0.0534	0.0718	0.0643
cg24341800	0.0692	0.0625	0.0592
cg24341944	0.0424	0.0442	0.0701
cg24342628	0.0333	0.0327	0.0301
cg24343515	0	0.0038	0.0048
cg24345138	0.0627	0.075	0.0985
cg24345247	0.0319	0.0231	0.0336
cg24345793	0.0405	0.0373	0.0517
cg24346637	0.1194	0.7573	0.6365
cg24349555	0.1184	0.1238	0.1147
cg24352530	0.6296	0.0799	0.0837
cg24352688	0.284	0.6547	0.2346
cg24352736	0.0197	0.0538	0.0605
cg24353217	0.8014	0.8891	0.861
cg24353466	0.0453	0.0432	0.0538
cg24353833	0.0712	0.1059	0.2166
cg24355006	0.8529	0.8432	0.8617
cg24355048	0.0493	0.1898	0.0801
cg24355174	0.0512	0.1049	0.0413
cg24356797	0.0502	0.0536	0.1018
cg24357161	0.0745	0.6118	0.4955
cg24358465	0.0017	0.01	0.0042
cg24358529	0.0292	0.0272	0.0285
cg24362401	0.0208	0.0439	0.0195
cg24363955	0.0392	0.9199	0.058
cg24365867	0.1449	0.8988	0.38
cg24371157	0.0598	0.0465	0.046
cg24371225	0.5006	0.4837	0.0973
cg24371383	0.1708	0.1884	0.1257
cg24373308	0.9769	0.0128	0.0121
cg24373760	0.034	0.0652	0.2566
cg24376537	0.6364	0.8971	0.0786
cg24378421	0.9338	0.9051	0.5512
cg24382521	0.4839	0.7863	0.7196
